,words
1951,RTD
1952,cellspacing
1953,chip
1954,FEC
1955,SMFS
1956,HAY
1957,MCS
1958,JFI
1959,in-band
1960,upstream
1961,RDF
1962,WTFH
1963,ne14kfc
1964,NCG
1965,gamification
1966,BHG
1967,J4F
1968,FOS
1969,gearhead
1970,SSDD
1971,SAHM
1972,BDT
1973,LAN
1974,daemon
1975,IPX
1976,chiphead
1977,WAP
1978,C-PSDU
1979,IJWTK
1980,SH
1981,WYSILOB
1982,HFC
1983,AFPOE
1984,peering
1985,BWI
1986,NVNG
1987,usenet
1988,beta
1989,geekosphere
1990,cable
1991,NFC
1992,IrDA
1993,CN
1994,skimming
1995,tweepish
1996,DRB
1997,WTS
1998,ferroelectronics
1999,failure
2000,SNNY
2001,OK
2002,IYKWIM
2003,MTFBWY
2004,TANSIT
2005,A3
2006,kitten
2007,LOK
2008,NAGI
2009,JAFS
2010,SMTP
2011,FIDO
2012,CD9
2013,cam
2014,switched
2015,BBW
2016,SIY
2017,BTDT
2018,HUYA
2019,tetwrist
2020,ip-header-compression
2021,flaming
2022,ISO
2023,NAT
2024,BSSID
2025,OSIF
2026,LJBF
2027,station
2028,PAC
2029,mockapetris
2030,RA
2031,EOL
2032,CR
2033,LMHO
2034,electronic
2035,CSG
2036,dot-con
2037,pickling
2038,IM
2039,luser
2040,SQL
2041,GRAS
2042,curry
2043,TTFN
2044,FORD
2045,nar
2046,UTM
2047,e-purse
2048,CITO
2049,WOM
2050,TAF
2051,wetware
2052,KS
2053,DSSS
2054,CHA
2055,android
2056,simulation
2057,nonrepudiation
2058,VBS
2059,SBTA
2060,M2NY
2061,GNBLFY
2062,DLP
2063,freeware
2064,TPIYP
2065,MIC
2066,ESN
2067,subcarrier
2068,SIFS
2069,PSE
2070,IJPMP
2071,PVP
2072,ceop-phobia
2073,YGLT
2074,SSH
2075,SFBC
2076,symmetric-key
2077,POTUS
2078,TISC
2079,single-user
2080,dongle
2081,J4G
2082,FUB
2083,LDIMEDILLIGAF
2084,tourists
2085,UOK
2086,HTML5
2087,RFO
2088,free-rider
2089,FIGS
2090,p802.1x-rev
2091,CYO
2092,skunkworks
2093,FKM
2094,QIBSS
2095,freemium
2096,PMIGBOM
2097,NASCAR
2098,TCLAS
2099,smileys
2100,toggle
2101,org
2102,IDGARA
2103,AIMB
2104,hunt-and-peck
2105,communication
2106,S-SFH
2107,unplugged
2108,morph
2109,PLU
2110,CSI
2111,TMA
2112,EMSG
2113,NFO
2114,AWNIAC
2115,AFAIC
2116,wormhole
2117,IHR
2118,homestead
2119,DMI
2120,WUWH
2121,DGA
2122,IOW
2123,service
2124,WU
2125,hag1
2126,sockets
2127,soz
2128,TFTP
2129,TAHITMOTS
2130,mainframe
2131,DINK
2132,copyright
2133,hotlist
2134,WABI
2135,wifi
2136,just-in-time
2137,BSAAW
2138,mvto
2139,PMD
2140,GDW
2141,signatures
2142,PBCC
2143,USAC
2144,SOB
2145,sensor
2146,RDV
2147,DLTM
2148,PN
2149,IMNSHO
2150,QPSK
2151,OSINTOT
2152,ZZZ
2153,obsolete
2154,DUI
2155,betamaxed
2156,cellpadding
2157,802.1x-2004
2158,cuddletech
2159,aif
2160,hang
2161,SLM
2162,LOS
2163,YTRNW
2164,WADI
2165,AYSOS
2166,FUM
2167,YGBK
2168,ysdiw8
2169,WRUDATM
2170,BSP
2171,pong
2172,PAN
2173,mae-east
2174,BRO
2175,mu-law
2176,gutenberg
2177,PWOMS
2178,matricized
2179,FIIK
2180,pico-
2181,RADIUS
2182,smishing
2183,IJWTS
2184,metabrowser
2185,NENT
2186,ASP.NET
2187,OS
2188,alphanumeric
2189,FPC
2190,dtv
2191,LRC
2192,nerd
2193,YGM
2194,RHIP
2195,transmitter
2196,koan
2197,alt.
2198,MUD
2199,FUBAR
2200,pseudo-supervisor
2201,ISYALS
2202,qix
2203,defenestration
2204,rivest
2205,irritainment
2206,RHK
2207,merchantainment
2208,supermontage
2209,AYV
2210,servlet
2211,BHOF
2212,GOI
2213,TIA
2214,MLYLT
2215,traction
2216,quicktime
2217,BEG
2218,UCP
2219,MITIN
2220,intranet
2221,TSOB
2222,IR
2223,mac
2224,off-deck
2225,XOXOZZZ
2226,illegal
2227,E2HO
2228,TTTHTFAL
2229,e-text
2230,CUATU
2231,B2A
2232,CAN-SPAM
2233,GOK
2234,tablet
2235,VM
2236,technocowboy
2237,TTYS
2238,da
2239,tumblr
2240,spamhandling
2241,LY4E
2242,vaporware
2243,decoder
2244,OCSI
2245,infrared
2246,URI
2247,codeword
2248,back-sourcing
2249,chillaxin
2250,SWAG
2251,gatsbying
2252,GC
2253,HBIB
2254,BAC
2255,webtop
2256,autocorrelation
2257,NCC
2258,PCM
2259,AAK
2260,parameters
2261,webmistress
2262,SBUG
2263,twalker
2264,techie
2265,IKR
2266,AIX
2267,CRAT
2268,marshaling
2269,connect
2270,ChCtrFr
2271,turnkey
2272,DTC
2273,scanner
2274,ASAP
2275,pay-per-click
2276,bitslag
2277,DOEI
2278,zombie
2279,LSP
2280,indexcomputer
2281,CMS
2282,.bmp
2283,MOF
2284,SWOT
2285,IDEWTK
2286,OOTC
2287,PVR
2288,AAI
2289,customize
2290,ICQ
2291,supernet
2292,longitudinally
2293,AMF
2294,PIN
2295,XOR
2296,NSF
2297,OTP
2298,T-3
2299,WUF
2300,brownout
2301,SMDS
2302,HSIAB
2303,lagging
2304,nesting
2305,fragmentation
2306,point-and-click
2307,H2CUS
2308,MCM
2309,UDP
2310,AYCE
2311,WAGS
2312,CIAO
2313,YAFIYGI
2314,hyperstitial
2315,GI
2316,SOBT
2317,SPAT
2318,BI5
2319,DDWI
2320,IAYM
2321,U2
2322,SOSAD
2323,hands-off
2324,CTMQ
2325,GOWI
2326,BAMF
2327,PANS
2328,NN
2329,IDKY
2330,iamgoogle
2331,KISS
2332,air
2333,CQICH
2334,SSRC
2335,gnapster
2336,TPC
2337,CTFU
2338,UGTR
2339,tracking
2340,CD
2341,YLH
2342,S2U
2343,barter
2344,transcoding
2345,IEBBSn
2346,SDC
2347,phreak
2348,BFBO
2349,UL
2350,BITD
2351,AFAICT
2352,NUB
2353,RTWFQ
2354,RSA
2355,RSS
2356,ALAP
2357,FTTB
2358,FSBO
2359,AYK
2360,PAPR
2361,bats
2362,foo/foobar
2363,lamer
2364,balkanized
2365,GR&D
2366,ATSL
2367,forwarding
2368,QLS
2369,internaut
2370,IYD
2371,offshored
2372,IIR
2373,DCE
2374,WYGISWYPF
2375,FLA
2376,WDM
2377,SFP
2378,EPC
2379,RSP
2380,GOTP
2381,mhz
2382,shockwave
2383,S3<==8
2384,link
2385,underling
2386,L&R
2387,ICS
2388,CRM
2389,sk8er
2390,PAK
2391,barfogenesis
2392,e-waste
2393,overprovisioning
2394,CRC
2395,apache
2396,UP
2397,net
2398,SONET
2399,OM
2400,GTEK
2401,agreeance
2402,always-on
2403,SOAP
2404,everyware
2405,BF4L
2406,IMRU
2407,pirate
2408,upload
2409,KO
2410,mini-homepage
2411,CYT
2412,TFW
2413,RACI
2414,HUMAN
2415,MLA
2416,hz
2417,TSIA
2418,compatible
2419,HR
2420,SCOTUS
2421,FSU
2422,NTABOM
2423,YGBSM
2424,paas
2425,IF/IB
2426,FTC
2427,scrobble
2428,IGWS
2429,j-code
2430,cryptographic
2431,TWSS
2432,cryppie
2433,tween
2434,wholetail
2435,U-APSD
2436,LLT
2437,blargon
2438,NWT
2439,datasphere
2440,UNI
2441,BBIAS
2442,AKM
2443,antenna
2444,WYD
2445,RKBA
2446,biots
2447,S1G
2448,HUGZ
2449,NUFF
2450,HHOJ
2451,bit
2452,SNNSHWRS
2453,FITB
2454,FPEH
2455,handoff
2456,psychoacoustics
2457,router
2458,hypermedia
2459,FBSS
2460,PRF
2461,SOHO
2462,IANAE
2463,RTA
2464,smasher
2465,jitter
2466,NMH
2467,e-anything
2468,NTIM
2469,postmaster
2470,streaming
2471,WBU
2472,SMKSA
2473,TC
2474,A2D
2475,DGARA
2476,BOOF
2477,induhvidual
2478,LULU
2479,FM
2480,FOFL
2481,FH
2482,TID
2483,NC
2484,CUL8R
2485,RCI
2486,strawman
2487,HIPPO
2488,myspace
2489,BOFH
2490,plutoed
2491,troll
2492,WINS
2493,OUSU
2494,DBABAI
2495,boobiecons
2496,wkewl
2497,OSPF
2498,JS
2499,PIMPL
2500,ova
2501,POP
2502,twerk
2503,IS-IS
2504,success
2505,DLRU
2506,AP
2507,FOMOF
2508,AAF
2509,FAF
2510,SPF
2511,TNLN
2512,CLM
2513,TDMA
2514,CPV
2515,e-publishing
2516,delay
2517,ILA
2518,IWF
2519,LYL
2520,chicken-boner
2521,IYKWIMAITYD
2522,g98t
2523,ROI
2524,ppm
2525,lurker
2526,IBTD
2527,MOS
2528,OL
2529,deletion
2530,sideblog
2531,paintmonkey
2532,connections
2533,thumb-typing
2534,BIND
2535,first-generation
2536,FTL
2537,ATAB
2538,cockroach
2539,LG
2540,PPL
2541,IOV
2542,RSI
2543,NGB
2544,s^
2545,DUR
2546,CTI
2547,digram
2548,negotiation
2549,HOIC
2550,SIG
2551,teergrube
2552,pornado
2553,aircard
2554,LMTCB
2555,TWTR
2556,slotted
2557,HRCN
2558,post-pc
2559,CBI
2560,MOTSS
2561,pnp
2562,IBS
2563,speako
2564,IDK
2565,typosquatting
2566,ISL
2567,UCD
2568,AI
2569,ham
2570,programming
2571,I<3U
2572,MDHO
2573,NOY
2574,ROS
2575,moblin
2576,insourcing
2577,profile
2578,tunneling
2579,vi
2580,pimpware
2581,incubator
2582,DCR
2583,sliding-window
2584,BBB
2585,SKCK
2586,CPO
2587,AOB
2588,PSDU
2589,KMFHA
2590,device
2591,IBGYBG
2592,FYF
2593,discovery
2594,LYCYLBB
2595,DUST
2596,BIO
2597,ron
2598,looky-loo
2599,LFL
2600,RFR
2601,wymyn
2602,maxwell
2603,WB
2604,DYFM
2605,CSP
2606,cctld
2607,YTTWROOMM
2608,YS
2609,surfing
2610,DYLI
2611,triple-dub
2612,RU
2613,activex
2614,IMO
2615,AGC
2616,SMAO
2617,supertasker
2618,slacktivist
2619,CPL
2620,rtm
2621,WP
2622,FF&PN
2623,aight
2624,PBR
2625,IDGAD
2626,whitening
2627,GTL
2628,TBD
2629,YUMPI
2630,GALHER
2631,WATN
2632,EMACS
2633,IRC
2634,aGPS
2635,passband
2636,DRIB
2637,neo-luddite
2638,S4L
2639,QL
2640,homerf
2641,VIV
2642,pwms
2643,session
2644,PHYCS
2645,googleganger
2646,MAK
2647,SCC
2648,wuz
2649,archive
2650,EIRP
2651,SET
2652,ROFL
2653,MAGA
2654,mhhm
2655,MDR
2656,FB
2657,LOML
2658,DLS
2659,ABITHIWTITB
2660,ERP-OFDM
2661,TEOTWAWKI
2662,ABCD
2663,SANM
2664,NHOH
2665,PIAPS
2666,cloaking
2667,gopherhead
2668,ICYMI
2669,AKID
2670,ESFOAD
2671,FCC
2672,virtual
2673,optoelectronic
2674,UX
2675,rinky-dink
2676,SNMP
2677,J/C
2678,superframe
2679,KEK
2680,go-back-n
2681,CQRT
2682,RSVP
2683,PPRU
2684,NTK
2685,lynx
2686,RFC
2687,CRAWS
2688,PYFB
2689,SYN
2690,wallpaper
2691,certification
2692,MML
2693,SSC
2694,IYAM
2695,CCD
2696,WADR
2697,BMW
2698,referrer
2699,MOOC
2700,panarchy
2701,WAN
2702,webinar
2703,MSP
2704,MAE
2705,NAMAILU
2706,NCSA
2707,FYC
2708,SM
2709,PBEM
2710,twitterati
2711,TF
2712,BGBC
2713,TSRA
2714,BWL
2715,VLAN
2716,ADN
2717,internetwork
2718,SWIS
2719,talkspurt
2720,forestware
2721,NI4NI
2722,OLE
2723,firefox
2724,GNSD
2725,subscriptions
2726,PAL
2727,BOTL
2728,registration/admission/status
2729,smurf
2730,CDN
2731,KIF
2732,cheapernet
2733,BIOYE
2734,enterprise
2735,HF
2736,KIA
2737,DBS
2738,MP4
2739,UCE
2740,MAC
2741,PSK
2742,newszak
2743,open-loop
2744,MIT
2745,TA
2746,ascii-armored
2747,realplayer
2748,crackberry
2749,aggregator
2750,NWR
2751,IYFD
2752,robust
2753,UW
2754,talk
2755,DFS
2756,pwnt
2757,resolver
2758,ODTAA
2759,webitorial
2760,BW
2761,VIM
2762,ESS
2763,PP
2764,TDD
2765,netwar
2766,CX
2767,blkbry
2768,piconet
2769,TAS
2770,LTNS
2771,IITLYTO
2772,spammin'
2773,H2S
2774,programmatics
2775,GTK
2776,GNU
2777,USF
2778,download
2779,online
2780,802.1X
2781,broadband
2782,MOTOS
2783,RON
2784,jaggies
2785,AAD
2786,CRBT
2787,IDWTUB
2788,geeksploitation
2789,GWI
2790,mid-roll
2791,MIB
2792,MSNUW
2793,wapplet
2794,BD
2795,SWIT
2796,GBG
2797,TSBTT
2798,SSID
2799,chevron
2800,WAFU
2801,PMK
2802,FHSS
2803,SOH
2804,ND
2805,DA
2806,TIME
2807,ios
2808,aka
2809,SCUICHT
2810,AOAS
2811,LSHMBH
2812,SNR
2813,personalization
2814,FAQL
2815,WILB
2816,reformat
2817,HOYEW
2818,BYOA
2819,granular
2820,MB
2821,codenapping
2822,iphone
2823,GMAB
2824,kludge
2825,NTMU
2826,FOV
2827,SSEWBA
2828,PPC
2829,GLG
2830,morphing
2831,B/W
2832,cipher
2833,GTM
2834,FTBOMH
2835,AYOR
2836,PHB
2837,CIAC
2838,RTP
2839,ONNTA
2840,ROR
2841,screenagers
2842,AFAGAY
2843,RADCAB
2844,FYLTGE
2845,graffiti
2846,MWS
2847,e-mall
2848,FYM
2849,RNN
2850,glass
2851,CMAP
2852,FRF
2853,nano-
2854,campus
2855,smt
2856,LF
2857,HWGA
2858,macrosite
2859,botnet
2860,GWOT
2861,alta-visitors
2862,BSIS
2863,USC
2864,aa-law
2865,DGAF
2866,bulletproof
2867,DSD
2868,BFF
2869,RHMT
2870,program
2871,FFS
2872,YRYOCC
2873,PHP
2874,EOM
2875,NB4T
2876,YOLO
2877,ADVD
2878,ERM
2879,BC
2880,GAHOY
2881,E2E
2882,BAK
2883,kilo-
2884,JLY
2885,CYL
2886,FHDC
2887,BCNU
2888,LTF
2889,OOS
2890,EMRTW
2891,MRS
2892,SUB
2893,PFBCH
2894,KOTL
2895,ASN
2896,rant-and-rave
2897,receive
2898,LBT
2899,handover
2900,micropost
2901,cancelbunny
2902,flog
2903,cat5
2904,MFD
2905,upskirting
2906,SFD
2907,ICWUM
2908,unpc
2909,noppers
2910,MDS
2911,BIBI
2912,DP
2913,frankenedit
2914,SSSCH
2915,replay
2916,LLOM
2917,CXCBI
2918,infomediary
2919,brogrammer
2920,JT
2921,TPTB
2922,JSU
2923,TFTHAOT
2924,webcitations
2925,IRL
2926,turklebaum
2927,CAD
2928,glocalization
2929,throughput
2930,encryption
2931,cross-roasting
2932,ipoaf
2933,zine
2934,TNT
2935,R-MAP
2936,PTK
2937,ipvextension
2938,UHF
2939,eurominutes
2940,sunset
2941,gov
2942,TWD
2943,GOL
2944,gremlins
2945,NIYWFD
2946,mecca
2947,NSTLC
2948,LMK
2949,OMMA
2950,J/O
2951,lifestreaming
2952,100base-tethernet
2953,4B/5B
2954,TNX
2955,ejectrode
2956,RT
2957,sweet<3
2958,PMFJI
2959,NRN
2960,palmtop
2961,WirelessMAN-CX
2962,IDIFTL
2963,MCSE
2964,HR/DSSS
2965,IAT
2966,socket
2967,buhbye
2968,HUA
2969,alt-tab
2970,CCH
2971,WYP
2972,dweeb
2973,YIC
2974,J5M
2975,DCF
2976,IHU
2977,VC
2978,subnetting
2979,SMD
2980,homepage
2981,DMZ
2982,IOU
2983,KMIM
2984,WLU
2985,ppi
2986,notebook
2987,QQ
2988,brochureware
2989,login
2990,GLAWD
2991,DSL
2992,HR/DSSS/PBCC
2993,OTS
2994,SST
2995,Q416
2996,OICU812
2997,BMOTA
2998,CLRU
2999,toolbar
3000,gigabit
3001,NADT
3002,4G
3003,ideavirus
3004,NLRU
3005,saas
3006,e-reading
3007,GALGAL
3008,TRAM
3009,HEC
3010,impressions
3011,BZ
3012,AIAMU
3013,RTSS
3014,tadpole
3015,CAP
3016,CBB
3017,ROTFLMAO
3018,lurk
3019,OBE
3020,GF
3021,VSF
3022,HBIC
3023,WABOM
3024,S-APSD
3025,gzip
3026,cancelmoose
3027,preferences
3028,100base-t4
3029,netroots
3030,MPEG-2
3031,MPM
3032,kermit
3033,NSA
3034,itv
3035,T-ABS
3036,WE
3037,WOP
3038,ne
3039,DDAS
3040,BB84
3041,KIPPERS
3042,LOU
3043,hairball
3044,LAOJ
3045,LHO
3046,gopherspace
3047,SLRU
3048,distortion
3049,tivo
3050,EBB
3051,LIFO
3052,supercookie
3053,QCD
3054,DDSOS
3055,BYKT
3056,ITMA
3057,GPS
3058,CSN
3059,elancer
3060,IOH
3061,neuromarketing
3062,onboarding
3063,cloud
3064,PWCB
3065,giga-
3066,SFA
3067,spin-off
3068,wordpress
3069,DRU
3070,ARC
3071,BRICS
3072,FILF
3073,linkedin
3074,LUSM
3075,stream
3076,PRT
3077,RxDS
3078,XUL
3079,SSM
3080,webify
3081,VPI
3082,ID
3083,GGY
3084,EIP
3085,TILF
3086,DIFS
3087,T&C
3088,TU
3089,DORD
3090,PICNIC
3091,CD-ROM
3092,lbug
3093,SODDI
3094,cybercad
3095,traceroute
3096,cascade
3097,FSR
3098,ESP
3099,WIT
3100,firewall
3101,C/N
3102,WTN
3103,ASCII
3104,MAN
3105,NESEC
3106,graphic
3107,LDTTWA
3108,processor
3109,TFTU
3110,NTL
3111,IPTV
3112,NT-1
3113,pagejacking
3114,AISB
3115,grok
3116,OSP
3117,WHOIS
3118,IYQ
3119,IDTBBF
3120,GMK
3121,RCG
3122,WWNO
3123,subs
3124,IBIWISI
3125,mousetrapping
3126,YDKM
3127,TDTM
3128,HAND
3129,BION
3130,BFFN
3131,spyware
3132,cron
3133,SKU
3134,CT
3135,802.11a
3136,AFAP
3137,IMNERHO
3138,rijndael
3139,BDOA
3140,DYSTSOTT
3141,WTDB
3142,DNC
3143,ESEMED
3144,POD
3145,connectionless
3146,SMT
3147,MHBFY
3148,HBO
3149,PDF
3150,FBKS
3151,ECRTP
3152,cyberchondriacs
3153,proprietary
3154,TFS
3155,technobabble
3156,multicast
3157,DTF
3158,QOTD
3159,IMEZRU
3160,latency
3161,NOS
3162,M2MCID
3163,presenteeism
3164,username
3165,BAT
3166,textonyms
3167,WAS
3168,titanium
3169,keying
3170,bitcoin
3171,SFID
3172,websmith
3173,GFTD
3174,sectored
3175,multitasking
3176,analog
3177,specs
3178,S-MPDU
3179,CYE
3180,sponsorship
3181,interoperability
3182,tofu
3183,CSABR
3184,ROTFLOL
3185,netsploitation
3186,SYS
3187,PUSH
3188,over-mac'd
3189,cybersquatting
3190,AFT
3191,hands-on
3192,OSF
3193,PVC
3194,homepna
3195,nepotism
3196,GMAFB
3197,HCC
3198,NFW
3199,audio
3200,dox
3201,HBTU
3202,DBBSWF
3203,REHI
3204,FAWC
3205,OTL
3206,FSH
3207,WNOHGB
3208,AOA
3209,ACI
3210,adaptation
3211,IITYWIMWYBMAD
3212,bonnie
3213,BOTEC
3214,decoding
3215,UNOIT
3216,GIST
3217,YVW
3218,wav
3219,YBY
3220,cancelbot
3221,QAP
3222,MOV
3223,podcasting
3224,robot.txt
3225,windows
3226,youtube
3227,convergence
3228,FOC
3229,PB
3230,architect
3231,ADR
3232,harmonic
3233,TCP
3234,CICO
3235,BBIAW
3236,deep-sixed
3237,KWSTA
3238,VIP
3239,NH
3240,TFYS
3241,microcontent
3242,nutraceutical
3243,B2B
3244,spin
3245,LMBAO
3246,bps
3247,cgi-bin
3248,TNC
3249,MBS
3250,segment
3251,IWFU
3252,IAC
3253,functionality
3254,hyperlocal
3255,OFX
3256,IANAC
3257,YAJWD
3258,megabyte
3259,SEG
3260,GG
3261,CES
3262,belly-button
3263,YNK
3264,FTF
3265,perl
3266,TYVM
3267,GUI
3268,TBT
3269,vaping
3270,AFGO
3271,BE
3272,LB?W/C
3273,CCS
3274,nooksurfer
3275,TTUL
3276,slogo
3277,SWMBO
3278,SLAW
3279,MIH
3280,quadrature
3281,NAGB
3282,706mm-commerce
3283,dot-commers
3284,mcluhanism
3285,BOTUS
3286,PAX
3287,stuffit
3288,spambot
3289,DRM
3290,AGKWE
3291,GKEK
3292,VBG
3293,POETS
3294,CLD
3295,modem
3296,HMT
3297,triority
3298,granularity
3299,ringxiety
3300,slag
3301,ILI
3302,auto-parser
3303,logoff
3304,avatar
3305,YBYSA
3306,WTMC
3307,commerce
3308,hexadecimal
3309,TABOM
3310,safari
3311,cyberimmortality
3312,RAEBNC
3313,GLB
3314,WTF
3315,DNBL8
3316,IMFAO
3317,curbstoning
3318,TTMF
3319,OLB
3320,giuliani-esque
3321,PONA
3322,FP
3323,whack-a-mole
3324,1-bit
3325,BO
3326,zomg
3327,rish
3328,MTSITN
3329,IMA
3330,NMU
3331,TFMIU
3332,dps
3333,TWIMC
3334,shovelware
3335,GEOS
3336,WAFM
3337,IFS
3338,OIC
3339,LTHTT
3340,TINGTES
3341,LTS
3342,microserf
3343,ADIP
3344,coding
3345,GTFO
3346,SNL
3347,MIHF
3348,BB
3349,navigate
3350,TCO
3351,MTBF
3352,JTOL
3353,LYSOUAQ
3354,technophile
3355,SROI
3356,yerk
3357,internetworking
3358,BABY
3359,googlewhacking
3360,cbt
3361,FLUID
3362,cryptanalysis
3363,transposition
3364,CSMA/CA
3365,controlled
3366,QBSS
3367,AWLTP
3368,FAP
3369,OSI
3370,SITUBI
3371,affiliate
3372,apyware
3373,anycast
3374,blogosphere
3375,GWS
3376,careware
3377,HD
3378,ADC
3379,WAEF
3380,edsger
3381,text-to-speech
3382,felfie
3383,MOSS
3384,CXCC
3385,bait-and-switch
3386,IYSWIM
3387,MUBAR
3388,jpigs
3389,backronym
3390,BOHICA
3391,DFTBA
3392,hardware
3393,DARS
3394,FATM
3395,ingress
3396,infosumer
3397,PA-Preamble
3398,DELBA
3399,andreessen
3400,YIU
3401,WTSHTF
3402,SMART
3403,VE
3404,GN
3405,wimax
3406,LMOA
3407,bio-ink
3408,MUSL
3409,gladvertising
3410,keitai
3411,p-book
3412,earbuds
3413,POSSLQ
3414,binhex
3415,SHWASLOMF
3416,GAS
3417,multihop
3418,NINO
3419,WIM
3420,tubiverse
3421,teledildonics
3422,GR8
3423,DBMS
3424,VDT
3425,LOB
3426,multihoming
3427,IEBSSn
3428,scenegraph
3429,substitution
3430,vlut
3431,FDGB
3432,SEP
3433,FURTB
3434,TPT
3435,LIB
3436,RMETTH
3437,breadcrumb
3438,ERP-PBCC
3439,sapplet
3440,TTA
3441,LORE
3442,LDM
3443,ipsec
3444,BBIAB
3445,RAFO
3446,YBF
3447,graphics
3448,RUS
3449,MOTD
3450,MISF
3451,jughead
3452,C4N
3453,whois
3454,B&E
3455,A-MAP
3456,sth
3457,premumble
3458,PTKSA
3459,voip
3460,FDD
3461,WTTM
3462,JAS
3463,HMAC
3464,NTBN
3465,N/A
3466,NINJA
3467,V.90
3468,u8
3469,shortcut
3470,a.k.a.
3471,connectivity
3472,furverts
3473,p-persistent
3474,trigram
3475,multiaccess
3476,webcam
3477,interlacing
3478,BBFBBM
3479,PCI
3480,EMG
3481,ESH
3482,geotargeting
3483,E3
3484,ADPCM
3485,WWJD
3486,CW
3487,chunk
3488,upside
3489,RC
3490,X.509
3491,HR/DSSS/short
3492,JIC
3493,IMAO
3494,floater
3495,FIGJAM
3496,YR
3497,vubicle
3498,NSS
3499,welfie
3500,RRC
3501,WOTD
3502,BCC
3503,phonetography
3504,YAUN
3505,backgrounding
3506,PCF
3507,DND
3508,HDSL
3509,sublayer
3510,BBBG
3511,geofencing
3512,path
3513,authentication
3514,bitmap
3515,hypertext
3516,BBR
3517,crowdsourcing
3518,paging
3519,LMTC
3520,ChID
3521,shareware
3522,NIP
3523,tripdub
3524,VP
3525,gatekeeper
3526,MR-BS
3527,CUOL
3528,B2B2C
3529,actionable
3530,OLTP
3531,W9
3532,GJP
3533,spam
3534,newbie
3535,HR/DSSS/PBCC/short
3536,OTF
3537,BITCH
3538,interstitial
3539,dispersion
3540,NATO
3541,phat
3542,configure
3543,industrial
3544,BIOYN
3545,IGWST
3546,GAFYK
3547,DSC
3548,C-T
3549,sknkr
3550,database-driven
3551,CUA
3552,archie
3553,blendo
3554,touchpoints
3555,N2MJCHBU
3556,lsb
3557,NMM
3558,attic
3559,tagging
3560,PCS
3561,UDM
3562,lo
3563,GLBT
3564,WTB
3565,PAE
3566,unsubscribe
3567,TB
3568,frequency
3569,lanlord
3570,webster
3571,cics
3572,CPG
3573,AITR
3574,DDN
3575,j-list
3576,xmas
3577,cybersafety
3578,type/length/value
3579,lans
3580,MEH
3581,PSI
3582,HAGD
3583,T-1
3584,JAD
3585,cutover
3586,werja
3587,ilbcnul8r
3588,e-dress
3589,LOLPMP
3590,multilink
3591,PBJ
3592,solomo
3593,reintarnation
3594,CHAP
3595,STD
3596,bit-spit
3597,SMK
3598,OO
3599,camouflage
3600,NATC
3601,LMP
3602,slivercast
3603,out-of-pocket
3604,SIL
3605,WYW
3606,SPID
3607,TAFN
3608,CSA
3609,BCBG
3610,UV
3611,ROFLOL
3612,HIH
3613,ECB
3614,AAR
3615,ponytails
3616,OTTOMH
3617,guestbook
3618,podcast
3619,pull
3620,ee-commerce
3621,ISTR
3622,subnet
3623,icon
3624,opt-in
3625,FUPA
3626,sociomedia
3627,LBS
3628,TGAL
3629,nanosecond
3630,TSIF
3631,P-SFH
3632,HEA
3633,BAE
3634,ADPD
3635,nQBSS
3636,JK
3637,binary
3638,EDI
3639,BTW
3640,HENRY
3641,ASAMOF
3642,audiocast
3643,h/o
3644,SEM
3645,bloodware
3646,I-D-L
3647,boolean
3648,TAM
3649,D&M
3650,POSC
3651,MMHA2U
3652,re-purposing
3653,spoofing
3654,W@
3655,all-channel
3656,GSC
3657,imfkd^
3658,treeware
3659,RUUP4IT
3660,mfg
3661,CYOH
3662,IHTFP
3663,winzip
3664,WIIFM
3665,PFA
3666,PTL
3667,RUMORF
3668,KPI
3669,GJ
3670,IIS
3671,HARQ
3672,BIZ
3673,YAHOO
3674,DCLA
3675,AMPS
3676,STACK
3677,WDYS
3678,muah
3679,SHTML
3680,AFC
3681,GAL
3682,re-start-up
3683,glazing
3684,X400
3685,kevork
3686,SSI
3687,uninstalled
3688,CFO
3689,TWHAB
3690,LYA
3691,P911
3692,middlebox
3693,8B/10B
3694,NI
3695,LAMP
3696,pinterest
3697,TAYN
3698,FUMF
3699,ETA
3700,visits
3701,SOHF
3702,WRUD
3703,opt-out
3704,autonegotiation
3705,SMS
3706,itunes
3707,SGTM
3708,.rtf
3709,KOK
3710,BYTME
3711,CSCF
3712,twitterhea
3713,coopetition
3714,handheld
3715,ILF/MD
3716,pointcast
3717,LAFW
3718,ATDD
3719,encoding
3720,BYAM
3721,TINWIS
3722,BER
3723,stemming
3724,PSTN
3725,.mov
3726,PICS
3727,TWITA
3728,CP
3729,gif
3730,IDU
3731,muggle
3732,WOT
3733,CEM
3734,YUPPIES
3735,NG
3736,SIN
3737,parade
3738,import
3739,RUNTS
3740,neevil
3741,IYNAEGBTM
3742,R&R
3743,FIL
3744,EH
3745,YYSSW
3746,lamarr
3747,URL
3748,SUFI
3749,.zip
3750,AC
3751,vortal
3752,spectrum
3753,ppppppp
3754,SJ
3755,CAAC
3756,glueware
3757,PAW
3758,ICV
3759,PTP
3760,ADBB
3761,twinternship
3762,texting
3763,TD&H
3764,minicomputer
3765,css
3766,prolly
3767,warez
3768,toasternet
3769,confidentiality
3770,AFAIK
3771,S-ABS
3772,fob
3773,NAP
3774,SEX
3775,nibble
3776,toast
3777,AWHFY
